# Program:featureCounts v1.6.0; Command:"/home/classadmin/mat/software/subread-1.6.0-Linux-x86_64/bin/featureCounts" "-a" "/home/classadmin/mat/referenceGenomes/S_cerevisiae//Saccharomyces_cerevisiae.R64-1-1.81.gtf" "-o" "featCounts_genes.txt" "/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam
tQ(CUG)M	XIII	808246	808317	-	72	0	0	0	0	1	0	0	0	0	0
YMR272C	XIII	809623	810777	-	1155	1115	774	743	1047	646	1145	1872	1493	2256	1682
YMR272W-A	XIII	810466	810579	+	114	0	0	0	0	0	0	0	0	0	0
YMR272W-B	XIII	811089	811196	+	108	17	20	14	34	12	13	13	8	17	6
YMR273C	XIII	811233	813980	-	2748	1235	1142	1182	1470	761	584	697	525	772	706
YMR274C	XIII	814364	815311	-	948	265	206	164	293	191	92	267	161	240	212
YMR275C	XIII	815651	818581	-	2931	1544	1257	1125	1712	829	574	824	663	1077	741
YMR276W	XIII	818827	819948	+	1122	6459	5726	5367	6332	4664	3462	3203	3030	5113	3338
YMR277W	XIII	820256	822454	+	2199	1128	856	1021	1126	702	489	913	640	836	927
YMR278W	XIII	822763	824631	+	1869	869	782	721	887	497	451	511	509	779	530
YMR279C	XIII	824729	826351	-	1623	155	184	181	162	123	129	175	107	169	150
YMR280C	XIII	827028	831329	-	4302	1242	948	878	1308	631	259	263	277	380	242
YMR281W	XIII	832339	833253	+	915	924	685	579	940	546	325	508	489	667	430
YMR282C	XIII	833356	835098	-	1743	464	341	358	476	279	147	323	258	309	293
YMR283C	XIII	835326	836867	-	1542	329	217	236	344	209	118	245	185	294	246
tY(GUA)M2	XIII;XIII	837928;837981	837966;838016	+;+	75	0	0	0	0	0	0	0	0	0	0
YMR284W	XIII	838187	839995	+	1809	518	385	430	643	292	162	322	255	399	230
YMR285C	XIII	840144	841691	-	1548	749	478	595	759	451	249	537	416	542	561
YMR286W	XIII	841942	842202	+	261	448	320	322	453	313	212	354	384	452	321
YMR287C	XIII	842436	845345	-	2910	378	282	286	382	237	186	272	234	339	267
YMR288W	XIII	845571	848486	+	2916	451	363	309	471	296	231	440	276	415	386
YMR289W	XIII	848685	849809	+	1125	656	483	495	664	445	331	569	454	656	445
YMR290C	XIII	850074	851591	-	1518	1226	937	985	1310	698	551	1521	889	1146	1541
YMR290W-A	XIII	851422	851769	+	348	3	0	1	5	2	1	1	3	0	3
YMR291W	XIII	852630	854390	+	1761	2024	1579	1350	2031	1011	1305	2556	1987	2743	2127
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	527	315	346	611	299	105	353	279	368	328
YMR293C	XIII	855399	856793	-	1395	281	222	213	286	183	106	195	154	209	171
YMR294W	XIII	856966	858087	+	1122	407	292	310	417	249	99	223	175	240	197
YMR294W-A	XIII	858209	858568	+	360	157	70	146	150	81	15	100	86	95	75
YMR295C	XIII	858297	858890	-	594	2601	2191	2033	2281	1929	1327	1310	1151	2273	1638
YMR296C	XIII	859215	860891	-	1677	3673	3001	2905	3398	2386	2273	2553	1983	3476	2563
YMR297W	XIII	861922	863520	+	1599	10708	9488	8981	10720	7425	5311	5213	5046	8715	5077
YMR298W	XIII	863819	864271	+	453	1151	928	913	1123	786	404	610	527	874	589
YMR299C	XIII	864412	865350	-	939	395	271	272	437	232	169	247	224	305	242
YMR300C	XIII	865559	867091	-	1533	791	771	870	868	770	1629	1048	888	2307	1149
YMR301C	XIII	867555	869627	-	2073	1040	842	792	1188	732	414	657	471	695	734
YMR302C	XIII	870073	872625	-	2553	1657	1386	1328	1944	964	591	766	681	955	702
YMR303C	XIII	873291	874337	-	1047	575	342	265	444	232	149	221	171	236	243
YMR304W	XIII	874987	878679	+	3693	1668	1224	1299	1805	891	638	690	668	1047	565
YMR304C-A	XIII	878780	879130	-	351	386	225	223	439	245	93	236	249	310	220
YMR305C	XIII	879063	880232	-	1170	4734	4453	4338	5262	3478	3249	3286	2644	5407	3414
YMR306W	XIII	881159	886516	+	5358	258	190	201	262	138	110	189	145	205	196
YMR306C-A	XIII	886183	886572	-	390	4	4	3	1	2	1	1	3	2	1
YMR307W	XIII	887003	888682	+	1680	11367	9569	9032	11950	7164	7964	10759	8186	13141	11343
YMR307C-A	XIII	887731	887925	-	195	0	0	0	0	0	0	0	0	0	0
YMR308C	XIII	888952	892221	-	3270	1887	1658	1566	2144	1105	1167	2156	1375	1950	2308
YMR309C	XIII	892988	895426	-	2439	1174	786	951	1153	654	594	1754	1124	1441	1601
YMR310C	XIII	895716	896669	-	954	288	193	158	224	184	135	412	220	331	495
YMR311C	XIII	896914	897603	-	690	3111	2494	2335	3579	1984	1305	1836	1708	2384	1449
YMR312W	XIII	898405	899226	+	822	385	359	282	360	261	211	363	258	436	388
YMR313C	XIII	899379	901307	-	1929	988	679	731	1043	573	412	609	519	723	561
YMR314W	XIII	901709	902413	+	705	3733	3288	2971	3643	2525	1797	2151	2108	3163	2163
YMR315W	XIII	902800	903849	+	1050	2924	2251	2258	2958	1863	1563	1594	1888	2935	1212
YMR315W-A	XIII	904286	904393	+	108	35	34	24	32	27	8	8	13	17	8
YMR316W	XIII	904825	905835	+	1011	557	592	720	603	476	471	745	474	1315	616
YMR316C-A	XIII	905662	905973	-	312	9	16	17	20	15	13	18	19	36	20
YMR316C-B	XIII	907321	907629	-	309	16	13	25	16	10	5	4	5	7	3
YMR317W	XIII	907364	910786	+	3423	669	520	530	591	382	243	360	252	357	345
YMR318C	XIII	911061	912143	-	1083	4357	4006	3816	4737	2916	3022	3060	2655	3982	3260
YMR319C	XIII	912880	914538	-	1659	2644	2013	2288	2613	1744	1776	3841	2353	3728	3532
YMR320W	XIII	916746	917051	+	306	138	95	91	125	70	35	105	75	79	122
YMR321C	XIII	917579	917896	-	318	6	8	9	9	5	10	2	4	13	5
YMR322C	XIII	918366	919079	-	714	1	2	0	1	4	0	0	1	1	0
YMR323W	XIII	920088	921401	+	1314	11	16	12	12	8	2	1	0	1	2
YMR324C	XIII	922202	922444	-	243	2	0	0	0	0	0	0	0	0	0
YMR325W	XIII	922641	923015	+	375	0	1	1	0	1	0	0	0	0	0
YMR326C	XIII	923494	923802	-	309	1	0	0	0	0	0	0	0	0	0
YBL113C	II	280	2658	-	2379	279	240	235	268	216	102	110	80	151	109
YBL113W-A	II	646	1128	+	483	0	0	0	0	0	0	0	0	0	0
YBL112C	II	2582	2899	-	318	0	0	0	0	0	0	0	0	0	0
YBL111C	II;II	2907;4216	4116;5009	-;-	2004	0	0	0	0	0	0	0	0	0	0
YBL109W	II	5790	6125	+	336	7	11	13	12	7	1	0	2	4	3
YBL108C-A	II	7605	7733	-	129	1	1	1	0	0	0	0	0	1	1
YBL108W	II	8177	8482	+	306	6	8	4	2	6	0	0	0	0	0
YBL107W-A	II	9268	9372	+	105	0	0	0	0	0	0	0	0	0	0
tL(UAA)B1	II	9583	9666	+	84	0	0	0	0	0	0	0	0	0	1
YBL107C	II	9961	10551	-	591	563	397	416	645	405	241	423	402	523	415
YBL106C	II	10847	13879	-	3033	456	349	343	491	260	193	241	168	299	227
YBL105C	II	14241	17696	-	3456	2159	1807	1943	2422	1298	984	1375	1158	1670	1365
YBL104C	II	18177	21293	-	3117	527	454	497	586	348	227	371	237	430	395
YBL103C	II	22076	23536	-	1461	760	615	582	758	450	407	465	409	693	458
YBL102W	II	24098	24745	+	648	1317	1007	876	1198	744	499	636	604	989	607
YBL101C	II	24946	28299	-	3354	1231	1122	1033	1409	751	1229	711	701	1507	662
YBL100W-C	II	28427	28546	+	120	6	5	5	11	3	1	4	0	6	2
YBL100W-B	II;II	29935;31229	31227;35248	+;+	5313	34	29	13	31	21	13	24	22	21	34
YBL100W-A	II	29935	31251	+	1317	0	0	0	0	0	0	0	0	0	0
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0	0	0	1	0	0	0	0	0	0
YBL100C	II	36989	37303	-	315	67	35	26	52	25	14	46	34	42	38
YBL099W	II	37053	38690	+	1638	6065	4751	4850	5934	3539	2631	2999	2995	4582	2838
YBL098W	II	39145	40527	+	1383	305	233	217	311	200	130	175	146	219	162
YBL097W	II	40831	43095	+	2265	159	184	164	199	101	95	121	82	133	139
YBL096C	II	43174	43482	-	309	8	8	6	19	2	1	3	4	3	5
YBL095W	II	43277	44089	+	813	285	249	220	289	180	98	117	113	172	130
YBL094C	II	43765	44097	-	333	3	0	1	1	1	0	1	0	2	0
YBL093C	II	44256	44918	-	663	1105	967	904	1301	867	580	1023	677	940	1039
YBL092W	II	45978	46370	+	393	19810	17199	15740	21099	14435	11260	17879	13251	22050	19649
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	797	636	629	709	535	330	353	334	578	329
YBL091C	II	47363	48628	-	1266	4630	3831	3707	4499	3500	2290	2640	2276	3781	2738
YBL090W	II	48825	49358	+	534	431	279	291	419	235	134	314	290	397	283
YBL089W	II	49574	50953	+	1380	516	404	371	468	338	241	359	316	439	346
YBL088C	II	51019	59382	-	8364	818	640	653	842	508	339	555	471	743	486
YBL087C	II;II	59822;60698	60193;60739	-;-	414	6449	5390	5011	6548	4604	4706	6531	4832	8347	7309
YBL086C	II	61202	62602	-	1401	1551	1221	1242	1660	1028	563	867	696	1076	796
YBL085W	II	63876	66818	+	2943	2930	2356	2504	3208	1817	768	1405	1075	1658	1336
YBL084C	II	67169	69445	-	2277	909	667	552	805	502	218	370	286	420	302
YBL083C	II	69713	70138	-	426	8	9	3	6	6	1	5	0	4	4
YBL082C	II	69751	71127	-	1377	859	764	693	835	562	436	484	317	531	482
YBL081W	II	71866	72972	+	1107	621	479	390	587	442	348	871	474	672	989
YBL080C	II	73070	74695	-	1626	478	343	345	447	323	183	309	222	340	271
YBL079W	II	75259	79767	+	4509	916	733	781	1128	527	410	780	564	772	758
YBL078C	II	80378	80731	-	354	777	649	529	817	475	213	326	365	530	300
YBL077W	II	80897	81328	+	432	103	51	41	80	52	23	57	51	59	67
YBL076C	II	81043	84261	-	3219	4557	4140	4435	5167	2646	3090	4281	2923	4797	4313
YBL075C	II	84499	86448	-	1950	616	454	473	671	375	227	364	270	360	391
YBL074C	II	86722	87789	-	1068	88	61	65	88	40	43	66	44	75	65
YBL073W	II	87646	87957	+	312	2	2	1	1	0	1	1	2	1	3
snR56	II	88190	88277	+	88	15	2	7	6	5	7	7	5	7	5
YBL072C	II	88523	89125	-	603	5154	4188	4499	5891	3486	2844	5334	3864	6143	5237
YBL071C-B	II	89458	89556	-	99	2	3	4	7	0	1	2	3	7	7
YBL071W-A	II	89978	90226	+	249	114	96	95	108	103	49	110	66	106	135
YBL071C	II	90223	90531	-	309	69	62	62	88	55	28	87	45	65	82
YBL070C	II	90605	90925	-	321	9	4	5	8	5	1	6	3	5	8
YBL069W	II	90741	92030	+	1290	325	247	221	335	207	192	251	165	305	257
YBL068W-A	II	91794	92030	+	237	0	0	0	0	0	0	0	0	0	0
YBL068W	II	92414	93394	+	981	502	371	384	554	323	278	596	390	581	634
YBL067C	II	93639	95882	-	2244	1193	870	902	1229	670	413	785	603	935	731
YBL066C	II	96669	100115	-	3447	592	534	473	660	304	199	305	189	318	218
YBL065W	II	99963	100307	+	345	5	4	0	6	1	0	5	3	6	1
YBL064C	II	100371	101156	-	786	1766	1231	1161	1689	978	724	896	1066	1448	821
YBL063W	II	101886	105221	+	3336	402	305	327	489	226	155	310	266	308	302
YBL062W	II	105308	105688	+	381	8	5	3	4	2	1	5	3	2	4
YBL061C	II	105316	107406	-	2091	902	710	629	963	480	487	704	550	691	661
YBL060W	II	107932	109995	+	2064	583	401	437	595	280	152	312	239	345	281
YBL059C-A	II;II	110125;110506	110420;110539	-;-	330	291	228	213	296	205	108	211	181	238	172
YBL059W	II;II	110594;110949	110879;111244	+;+	582	233	171	158	241	187	90	136	153	183	147
YBL058W	II	111437	112708	+	1272	3194	2663	2712	3327	2045	1640	2097	1963	2860	2133
YBL057C	II	112801	113427	-	627	1153	956	893	1119	873	577	809	627	995	886
YBL056W	II	113762	115168	+	1407	3585	2847	2994	3630	2023	1936	2388	2232	3337	2470
YBL055C	II	115573	116829	-	1257	817	706	698	915	587	495	710	513	892	658
YBL054W	II	117589	119166	+	1578	139	95	82	141	78	124	399	148	162	427
YBL053W	II	119335	119709	+	375	5	4	5	12	6	2	7	7	12	6
YBL052C	II	119379	121874	-	2496	561	342	354	615	274	146	377	293	342	372
YBL051C	II	122753	124759	-	2007	1512	1330	1027	1637	915	908	1277	860	1482	1221
YBL050W	II;II	125125;125271	125154;126119	+;+	879	2148	1452	1589	2093	1281	651	1097	1045	1491	971
YBL049W	II	126828	127244	+	417	214	153	161	200	129	49	88	73	116	87
YBL048W	II	127299	127610	+	312	48	19	39	45	34	11	21	14	27	21
YBL047C	II	127895	132040	-	4146	5338	4584	4361	5939	3257	3040	2960	2657	4320	2836
YBL046W	II	132424	133749	+	1326	1287	995	1165	1294	860	552	687	525	819	667
YBL045C	II	134143	135516	-	1374	2839	2329	2166	2836	1722	1437	1352	1606	2311	1244
YBL044W	II	135998	136366	+	369	190	154	152	171	135	10	22	12	17	9
YBL043W	II	136688	137461	+	774	214	162	127	171	118	54	69	78	112	55
YBL042C	II	138341	140260	-	1920	807	817	757	812	557	344	423	288	531	402
YBL041W	II	141247	141972	+	726	4867	4051	3783	4837	3441	1965	2510	2186	3305	2390
YBL040C	II;II	142112;142847	142749;142868	-;-	660	1554	1238	1088	1645	1081	421	886	706	1165	745
YBL039W-B	II	143393	143572	+	180	245	125	157	268	148	45	89	100	144	89
YBL039C	II	143989	145728	-	1740	547	440	470	587	306	432	1078	529	787	1224
YBL039C-A	II	144948	145031	-	84	0	0	0	0	0	0	0	0	0	0
YBL038W	II	146187	146885	+	699	794	499	521	721	442	297	454	467	619	508
YBL037W	II	147209	150286	+	3078	663	537	514	648	366	389	451	430	614	459
YBL036C	II	150447	151220	-	774	723	603	669	913	533	285	522	424	594	562
YBL035C	II	151493	153610	-	2118	260	219	276	274	205	121	175	154	230	167
YBL034C	II	153848	158389	-	4542	362	254	279	358	203	128	249	180	243	217
YBL033C	II	158656	159693	-	1038	1864	1493	1426	1608	1317	980	874	860	1385	853
YBL032W	II	160184	161329	+	1146	1951	1335	1405	1743	1110	927	1286	1104	1558	1321
YBL031W	II	161699	162715	+	1017	322	196	200	248	217	96	243	179	272	264
YBL030C	II	163041	163997	-	957	5769	4845	5904	6068	3902	2611	2689	2918	4050	2670
YBL029C-A	II	164488	164772	-	285	399	338	276	399	325	157	247	239	368	185
YBL029W	II	166134	167264	+	1131	578	429	410	561	347	189	309	281	400	283
YBL028C	II	167518	167838	-	321	213	114	110	271	96	78	384	206	222	364
YBL027W	II;II	168423;168809	168424;169376	+;+	570	15394	13235	14186	16238	10679	9204	13976	10553	16998	15304
YBL026W	II;II	170623;170805	170676;171038	+;+	288	723	436	448	732	421	209	487	399	587	481
YBL025W	II	171481	171918	+	438	219	179	153	215	135	64	134	115	163	139
YBL024W	II	172534	174588	+	2055	909	632	742	860	515	459	1187	719	958	1097
YBL023C	II	174920	177526	-	2607	888	665	681	907	502	339	520	387	581	498
YBL022C	II	177874	181275	-	3402	2046	1705	1721	2297	1199	1178	1485	1380	1968	1440
YBL021C	II	181660	182094	-	435	491	392	375	447	363	248	292	247	368	329
YBL020W	II	182401	184125	+	1725	715	444	449	648	356	263	516	354	488	482
YBL019W	II	184353	185915	+	1563	357	226	261	369	199	118	186	169	227	172
YBL018C	II;II	185998;186428	186352;186474	-;-	402	360	267	241	365	194	177	242	190	297	325
YBL017C	II	186844	191583	-	4740	3590	3059	3268	4136	2188	1628	1899	1581	2934	1712
YBL016W	II	192451	193512	+	1062	582	456	428	523	425	312	533	360	567	646
YBL015W	II	194122	195702	+	1581	1984	1555	1480	1974	998	741	629	605	990	559
tI(AAU)B	II	197494	197567	+	74	0	0	0	0	0	0	0	0	0	0
tG(GCC)B	II	197629	197699	-	71	0	0	0	0	0	0	0	0	0	0
YBL014C	II	199064	201748	-	2685	311	298	255	348	217	129	273	147	215	315
YBL013W	II	202056	203261	+	1206	58	65	60	56	26	40	54	39	36	39
YBL012C	II	203406	203807	-	402	17	11	7	21	8	4	13	16	13	8
YBL011W	II	203538	205817	+	2280	2164	1763	1744	2418	1298	877	1324	1005	1466	1247
YBL010C	II	206107	206949	-	843	314	260	243	329	209	107	156	122	168	172
YBL009W	II	207194	209224	+	2031	365	301	282	386	203	141	360	197	274	310
YBL008W-A	II	209409	209648	+	240	2	3	2	2	3	2	2	3	6	3
YBL008W	II	209653	212175	+	2523	410	347	337	411	274	144	304	206	339	348
YBL007C	II	212632	216366	-	3735	4144	3717	3402	4380	2691	2282	2286	1953	3312	2178
YBL006C	II	216587	217129	-	543	968	851	699	893	688	616	752	620	1020	665
YBL006W-A	II	216711	216860	+	150	0	0	0	0	0	0	0	0	0	0
YBL005W	II	217470	220400	+	2931	442	314	347	446	295	403	740	612	779	771
YBL005W-A	II	221330	222652	+	1323	0	0	0	0	0	0	0	0	0	0
YBL005W-B	II;II	221330;222636	222634;226598	+;+	5268	39	43	32	67	39	138	139	113	188	141
tS(AGA)B	II	227075	227156	+	82	1	0	0	1	1	1	0	0	0	0
YBL004W	II	227636	235117	+	7482	1200	945	1058	1463	712	537	1527	843	1192	1581
YBL003C	II	235394	235792	-	399	7923	6183	6563	8547	5436	1964	4024	3430	5085	3846
YBL002W	II	236492	236887	+	396	4444	3181	2793	4464	2744	1185	2866	2257	3186	2315
YBL001C	II	237153	237467	-	315	1782	1367	1496	1970	1284	565	749	755	1170	670
YBR001C	II	238941	241283	-	2343	1260	1090	1029	1474	766	501	662	648	898	611
YBR002C	II	241708	242568	-	861	508	376	442	494	332	289	506	308	451	512
YBR003W	II	242809	244230	+	1422	1211	867	809	1283	653	486	730	642	874	642
YBR004C	II	244366	245667	-	1302	792	542	604	786	511	247	693	443	764	535
YBR005W	II	245906	246547	+	642	1213	1191	1254	1248	1109	767	880	546	1895	602
YBR006W	II	247010	248503	+	1494	996	710	727	973	657	363	386	397	772	338
YBR007C	II	248806	251016	-	2211	870	636	576	860	499	212	450	342	461	405
YBR008C	II	252563	254209	-	1647	724	463	487	645	421	181	411	277	379	377
YBR009C	II	255373	255684	-	312	6013	5644	5258	7643	4401	2219	4413	3531	4490	4347
YBR010W	II	256331	256741	+	411	7681	5083	5319	7867	4612	1750	4917	3951	4832	4513
YBR011C	II	257112	257975	-	864	16342	13543	12466	15270	12022	5943	8252	6798	11274	8903
YBR012C	II	259147	259566	-	420	50	30	36	39	34	30	46	58	66	57
YBR012W-A	II	259869	261191	+	1323	0	0	0	0	0	0	0	0	0	0
YBR012W-B	II;II	259869;261175	261173;265140	+;+	5271	10	10	7	10	4	13	8	12	21	15
YBR013C	II	265492	265881	-	390	130	87	100	138	85	39	71	73	127	66
tT(AGU)B	II	266378	266450	+	73	0	0	0	0	0	0	0	1	0	0
YBR014C	II	266725	267336	-	612	1016	721	657	968	559	234	436	416	495	353
YBR015C	II	267710	269503	-	1794	2607	2044	1960	2768	1581	1252	1648	1324	1974	1695
YBR016W	II	270247	270633	+	387	2351	2187	1659	2773	1865	1137	1286	1208	2035	1203
YBR017C	II	270947	273703	-	2757	1071	1005	1069	1242	743	689	1263	794	1205	1245
YBR018C	II	274427	275527	-	1101	132	101	108	152	66	29	63	30	59	42
YBR019C	II	276253	278352	-	2100	215	172	154	224	126	61	115	112	179	111
YBR020W	II	279021	280607	+	1587	250	210	221	261	174	77	151	114	143	133
YBR021W	II	281443	283344	+	1902	264	185	188	241	133	131	221	159	198	194
YBR022W	II	283738	284271	+	534	267	195	182	262	183	145	227	187	288	204
YBR023C	II	284428	287925	-	3498	2486	1913	1983	2673	1404	866	1330	1144	1534	1223
YBR024W	II	289445	290350	+	906	456	315	313	462	263	153	224	214	335	250
YBR025C	II	290681	291865	-	1185	5609	4614	5119	5811	3681	3636	6304	4558	6953	6246
YBR026C	II	292877	294019	-	1143	1157	911	932	1195	785	490	687	653	1052	565
YBR027C	II	294024	294356	-	333	38	19	21	38	12	15	23	27	25	21
YBR028C	II	294425	296002	-	1578	564	338	342	567	309	295	494	435	508	515
YBR029C	II	296369	297742	-	1374	1122	648	662	981	556	462	902	656	999	940
YBR030W	II	298292	299950	+	1659	361	296	349	440	246	205	345	262	358	462
YBR031W	II	300166	301254	+	1089	7976	7922	7935	9333	6387	5933	7159	5828	9787	7298
YBR032W	II	301519	301821	+	303	195	106	85	201	100	46	176	135	94	203
YBR033W	II	301944	304703	+	2760	384	340	279	431	210	114	252	187	258	232
YBR034C	II	304930	305976	-	1047	1014	637	611	735	539	709	1785	973	1194	1991
YBR035C	II	306269	306955	-	687	1904	1502	1773	2085	1332	736	826	819	1320	817
snR161	II	307185	307345	-	161	4	4	3	2	4	3	3	4	7	6
TLC1	II	307587	308887	+	1301	2357	1612	1958	2183	1556	733	1540	1191	1736	1490
YBR036C	II	309081	310313	-	1233	4075	3582	3420	4143	2723	2156	2212	1847	3439	1996
YBR037C	II	310565	311452	-	888	732	635	570	730	478	340	372	375	538	339
YBR038W	II	311898	314789	+	2892	738	473	408	662	320	412	578	469	566	555
YBR039W	II	315575	316510	+	936	2582	2074	1978	2555	1632	1063	1227	1219	1850	1131
YBR040W	II	316968	317864	+	897	4	1	4	7	1	2	2	3	2	3
YBR041W	II	318266	320275	+	2010	1407	1045	1044	1460	793	711	998	840	1334	813
YBR042C	II	320416	321609	-	1194	649	496	504	788	421	285	521	445	611	527
YBR043C	II	321876	323945	-	2070	1274	1000	865	1271	679	424	569	404	694	509
YBR044C	II	324341	326059	-	1719	743	582	551	756	468	316	491	447	634	493
tV(UAC)B	II	326792	326865	-	74	0	0	0	0	0	0	0	0	0	0
YBR045C	II	328173	330092	-	1920	115	91	94	133	78	54	61	77	91	66
YBR046C	II	330507	331511	-	1005	1146	844	811	1140	690	496	463	607	924	363
YBR047W	II	331833	332360	+	528	108	78	102	125	78	60	75	94	171	72
YBR048W	II;II	332831;333387	332875;333812	+;+	471	7781	7330	7091	8798	5697	6371	7331	5306	9476	8163
YBR049C	II	334386	336818	-	2433	838	719	687	957	550	378	653	407	645	727
YBR050C	II	337183	338199	-	1017	274	203	189	254	162	240	190	208	396	185
YBR051W	II	337988	338338	+	351	19	12	10	12	9	3	9	13	11	14
YBR052C	II	338720	339352	-	633	3292	2884	3045	3676	2532	1388	1562	1797	2599	1538
YBR053C	II	339675	340751	-	1077	1175	1003	984	1104	873	566	558	648	1007	411
YBR054W	II	343101	344135	+	1035	214	140	153	195	126	482	348	209	887	257
YBR055C	II	344602	347301	-	2700	749	526	598	777	467	201	451	337	438	393
tL(UAA)B2	II	347603	347686	+	84	0	0	0	0	0	0	1	0	0	0
YBR056W	II	347879	349384	+	1506	1620	1408	1539	1885	1231	895	974	992	1785	760
tQ(UUG)B	II	350827	350898	+	72	1	0	0	0	0	0	0	0	0	0
YBR056W-A	II	351255	351455	+	201	14	8	8	15	14	7	11	7	37	10
YBR056C-B	II	351293	351451	-	159	0	0	0	0	0	0	0	0	0	0
YBR057C	II	352193	353293	-	1101	1272	942	864	1257	797	385	771	654	750	698
YBR058C	II	353672	356017	-	2346	980	811	883	1104	678	405	733	487	829	687
YBR058C-A	II	356324	356566	-	243	818	578	731	841	598	344	568	447	614	516
YBR059C	II	356861	360187	-	3327	3172	2741	2808	3579	2173	1426	1401	1265	2083	1460
YBR060C	II	360652	362514	-	1863	561	383	391	533	299	218	513	329	462	457
YBR061C	II	364787	365719	-	933	270	184	182	220	143	123	282	213	253	304
YBR062C	II;II	365976;366585	366502;366600	-;-	543	633	478	487	648	416	249	375	316	498	305
YBR063C	II	366970	368184	-	1215	179	166	183	232	150	60	179	106	149	156
YBR064W	II	367763	368191	+	429	1	1	2	0	0	1	1	0	0	0
YBR065C	II	368584	369678	-	1095	97	87	97	118	57	47	104	78	110	105
YBR066C	II	370037	370699	-	663	396	341	372	519	331	120	426	239	324	421
YBR067C	II	372103	372735	-	633	1385	1153	1052	1335	893	3650	7360	5146	6453	8026
YBR068C	II	373861	375690	-	1830	4009	3287	3378	3888	2431	3247	4651	4036	5963	3940
YBR069C	II	376574	378433	-	1860	1373	1102	1031	1311	782	1187	2270	1409	2003	2203
YBR070C	II	379221	379934	-	714	815	688	717	894	610	108	206	173	280	168
YBR071W	II	380411	381046	+	636	931	819	785	942	669	313	420	409	651	383
YBR072W	II	382030	382674	+	645	254	227	212	256	203	116	86	135	264	78
YBR072C-A	II	382860	383021	-	162	9	7	2	6	8	2	1	4	0	3
YBR073W	II	383112	385988	+	2877	1442	1173	1247	1670	939	504	885	621	893	847
YBR074W	II	386286	389216	+	2931	904	773	835	1007	585	421	647	506	678	658
YBR076W	II	390227	391291	+	1065	148	106	90	151	85	42	88	61	101	79
YBR076C-A	II	391351	391617	-	267	308	258	166	335	265	81	136	134	180	140
YBR077C	II	391805	392293	-	489	976	866	694	913	652	230	392	361	544	344
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	12649	11516	11023	12220	9086	6937	9470	7595	13314	9096
YBR079C	II	395383	398277	-	2895	3756	2748	3184	3923	2289	2268	4523	2898	4265	4999
YBR080C	II	398614	400890	-	2277	1633	1342	1396	1698	978	804	1117	1003	1445	1053
YBR081C	II	401253	405251	-	3999	1007	792	951	1114	611	363	644	444	674	590
tR(UCU)B	II	405878	405949	+	72	0	0	0	2	0	0	0	0	0	0
tD(GUC)B	II	405960	406031	+	72	0	0	0	0	0	0	0	0	0	0
YBR082C	II;II	406628;407123	407027;407169	-;-	447	5987	5027	4485	6248	4446	2587	3499	3015	4942	3379
YBR083W	II	409169	410629	+	1461	882	627	591	804	545	373	605	490	664	570
YBR084W	II	411054	413981	+	2928	2151	2065	2069	2528	1274	1134	2071	1311	1961	2149
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	9399	8080	8506	9786	6521	5150	8070	6082	9622	8934
YBR085W	II	415983	416906	+	924	160	141	149	175	121	156	316	172	284	269
